date,symbol,exchange,passed,failed_criteria,close,rs_percentile
2026-08-11,AAMI,NYSE,True,,91.43,92.5
2026-08-11,ABCL,NASDAQ,True,,9.76,97.5
2026-08-11,ABEO,NASDAQ,True,,7.4,79.6
2026-08-11,ABNB,NASDAQ,True,,184.98,83.2
2026-08-11,ABSI,NASDAQ,True,,9.41,98.6
2026-08-11,ACHC,NASDAQ,True,,31.1,92.8
2026-08-11,ACHV,NASDAQ,True,,6.77,90.6
2026-08-11,ACRS,NASDAQ,True,,5.92,96.5
2026-08-11,ADAM,NASDAQ,True,,10.23,83.6
2026-08-11,ADPT,NASDAQ,True,,25.39,89.3
2026-08-11,AEHR,NASDAQ,True,,117.18,99.7
2026-08-11,AEIS,NASDAQ,True,,327.59,82.1
2026-08-11,AEVA,NASDAQ,True,,24.06,90.0
2026-08-11,AGM,NYSE,True,,234.728,75.6
2026-08-11,AIR,NYSE,True,,145.46,84.5
2026-08-11,ALNT,NASDAQ,True,,113.97,94.0
2026-08-11,ALRS,NASDAQ,True,,33.44,81.3
2026-08-11,AMAL,NASDAQ,True,,50.01,82.5
2026-08-11,AMCX,NASDAQ,True,,11.79,87.4
2026-08-11,AMG,NYSE,True,,359.29,73.1
2026-08-11,AMLX,NASDAQ,True,,23.63,94.1
2026-08-11,AMN,NYSE,True,,33.165,89.7
2026-08-11,AMRX,NASDAQ,True,,17.1,79.6
2026-08-11,AMTB,NYSE,True,,29.03,80.1
2026-08-11,ANAB,NASDAQ,True,,57.87,96.9
2026-08-11,ANET,NYSE,True,,197.77,78.1
2026-08-11,ANRO,NYSE,True,,28.83,99.2
2026-08-11,APA,NASDAQ,True,,40.62,89.0
2026-08-11,APGE,NASDAQ,True,,134.69,97.6
2026-08-11,APPS,NASDAQ,True,,13.04,97.8
2026-08-11,ARMK,NYSE,True,,60.52,84.8
2026-08-11,ARWR,NASDAQ,True,,89.24,97.5
2026-08-11,ASH,NYSE,True,,74.51,72.3
2026-08-11,ASML,NASDAQ,True,,1799.38,88.5
2026-08-11,ATAI,NASDAQ,True,,7.21,89.8
2026-08-11,ATEX,NASDAQ,True,,92.94,99.3
2026-08-11,ATI,NYSE,True,,230.175,95.7
2026-08-11,ATKR,NYSE,True,,93.9,82.3
2026-08-11,ATRO,NASDAQ,True,,74.91,91.6
2026-08-11,AUR,NASDAQ,True,,6.95,80.9
2026-08-11,AVNT,NYSE,True,,45.44,70.5
2026-08-11,AVR,NASDAQ,True,,9.17,93.6
2026-08-11,AVT,NASDAQ,True,,95.96,89.2
2026-08-11,AXGN,NASDAQ,True,,48.48,94.4
2026-08-11,AYA,NASDAQ,True,,27.84,96.0
2026-08-11,BBIO,NASDAQ,True,,83.7,73.0
2026-08-11,BBVA,NYSE,True,,28.5,72.4
2026-08-11,BCRX,NASDAQ,True,,10.34,81.9
2026-08-11,BELFB,NASDAQ,True,,290.1,86.8
2026-08-11,BEN,NYSE,True,,33.35,71.2
2026-08-11,BFH,NYSE,True,,108.05,85.3
2026-08-11,BFLY,NYSE,True,,9.365,99.5
2026-08-11,BJRI,NASDAQ,True,,67.53,89.6
2026-08-11,BLMN,NASDAQ,True,,11.12,86.6
2026-08-11,BLZE,NASDAQ,True,,18.71,99.1
2026-08-11,BMO,NYSE,True,,181.21,77.5
2026-08-11,BNY,NYSE,True,,160.29,76.5
2026-08-11,BPOP,NASDAQ,True,,174.84,75.2
2026-08-11,BSTZ,NYSE,True,,30.02,77.9
2026-08-11,BVS,NASDAQ,True,,13.85,90.0
2026-08-11,BWA,NYSE,True,,69.685,82.5
2026-08-11,BWLP,NYSE,True,,21.29,82.2
2026-08-11,BZH,NYSE,True,,33.15,75.7
2026-08-11,CAC,NASDAQ,True,,58.09,74.4
2026-08-11,CADL,NASDAQ,True,,10.65,92.2
2026-08-11,CAKE,NASDAQ,True,,113.06,93.3
