date,symbol,exchange,passed,failed_criteria,close,rs_percentile
2026-09-21,AAMI,NYSE,True,,94.11,93.4
2026-09-21,AAPL,NASDAQ,True,,338.98,76.3
2026-09-21,ABCL,NASDAQ,True,,12.66,99.3
2026-09-21,ABSI,NASDAQ,True,,9.82,99.1
2026-09-21,ACA,NYSE,True,,146.22,81.4
2026-09-21,ACHV,NASDAQ,True,,8.05,96.1
2026-09-21,ADI,NASDAQ,True,,383.0,77.1
2026-09-21,ADM,NYSE,True,,83.38,76.2
2026-09-21,ADPT,NASDAQ,True,,27.86,93.9
2026-09-21,AEG,NYSE,True,,9.09,74.9
2026-09-21,AGEN,NASDAQ,True,,8.33,95.9
2026-09-21,ALNT,NASDAQ,True,,109.35,94.4
2026-09-21,AMBQ,NYSE,True,,71.09,97.9
2026-09-21,AMCX,NASDAQ,True,,11.97,85.8
2026-09-21,AMD,NASDAQ,True,,615.52,99.1
2026-09-21,AMG,NYSE,True,,364.66,76.9
2026-09-21,AMLX,NASDAQ,True,,32.39,97.5
2026-09-21,AMN,NYSE,True,,34.24,93.5
2026-09-21,AMRX,NASDAQ,True,,20.16,91.5
2026-09-21,AMTB,NYSE,True,,29.54,81.0
2026-09-21,ANET,NYSE,True,,205.42,86.1
2026-09-21,ANGO,NASDAQ,True,,15.42,78.2
2026-09-21,APA,NASDAQ,True,,43.81,83.9
2026-09-21,APH,NYSE,True,,80.72,70.3
2026-09-21,APPS,NASDAQ,True,,12.05,98.8
2026-09-21,ARW,NYSE,True,,219.1,91.0
2026-09-21,ASC,NYSE,True,,18.6,84.5
2026-09-21,ATKR,NYSE,True,,94.47,88.3
2026-09-21,AU,NYSE,True,,101.93,77.6
2026-09-21,AUR,NASDAQ,True,,6.51,82.5
2026-09-21,AVAH,NASDAQ,True,,13.44,92.0
2026-09-21,AVT,NASDAQ,True,,95.48,91.4
2026-09-21,AXGN,NASDAQ,True,,45.93,91.6
2026-09-21,AYA,NASDAQ,True,,28.68,96.7
2026-09-21,BAP,NYSE,True,,389.97,78.7
2026-09-21,BBVA,NYSE,True,,28.91,82.1
2026-09-21,BBY,NYSE,True,,93.22,81.4
